AAAA;TRIMESTRE;DEPARTAMENTO;PIB_COLOMBIA_ANUAL;PIB_COLOMBIA_TRIMESTRAL;PIB_DEPARTAMENTO_ANUAL;APORTE;PIB_DEPARTAMENTAL_TRIMESTRAL
2005;3;boyacá;514853.0;129000.0;13069.08114198407;0.025384102145630055;3274.5491767862773
2005;4;boyacá;514853.0;141000.0;13069.08114198407;0.025384102145630055;3579.158402533838
2005;1;caldas;514853.0;120000.0;9411.269444434796;0.0182795272523124;2193.543270277488
2005;2;caldas;514853.0;125000.0;9411.269444434796;0.0182795272523124;2284.94090653905
2005;3;caldas;514853.0;129000.0;9411.269444434796;0.0182795272523124;2358.0590155482996
2005;4;caldas;514853.0;141000.0;9411.269444434796;0.0182795272523124;2577.4133425760483
2005;1;caquetá;514853.0;120000.0;2088.2589731410776;0.004056029532975582;486.72354395706986
2005;2;caquetá;514853.0;125000.0;2088.2589731410776;0.004056029532975582;507.0036916219478
2005;3;caquetá;514853.0;129000.0;2088.2589731410776;0.004056029532975582;523.2278097538501
2005;4;caquetá;514853.0;141000.0;2088.2589731410776;0.004056029532975582;571.9001641495571
2005;1;casanare;514853.0;120000.0;10003.615837965497;0.019430042823806982;2331.605138856838
2005;2;casanare;514853.0;125000.0;10003.615837965497;0.019430042823806982;2428.755352975873
2005;3;casanare;514853.0;129000.0;10003.615837965497;0.019430042823806982;2506.4755242711008
2005;4;casanare;514853.0;141000.0;10003.615837965497;0.019430042823806982;2739.6360381567847
2005;1;cauca;514853.0;120000.0;8246.810898906573;0.016017797116665483;1922.135653999858
2005;2;cauca;514853.0;125000.0;8246.810898906573;0.016017797116665483;2002.2246395831853
2005;3;cauca;514853.0;129000.0;8246.810898906573;0.016017797116665483;2066.2958280498474
2005;4;cauca;514853.0;141000.0;8246.810898906573;0.016017797116665483;2258.509393449833
2005;1;cesar;514853.0;120000.0;9076.223521058844;0.017628766892800168;2115.45202713602
2005;2;cesar;514853.0;125000.0;9076.223521058844;0.017628766892800168;2203.595861600021
2005;3;cesar;514853.0;129000.0;9076.223521058844;0.017628766892800168;2274.1109291712214
2005;4;cesar;514853.0;141000.0;9076.223521058844;0.017628766892800168;2485.6561318848235
2005;1;chocó;514853.0;120000.0;2530.5922542153717;0.0049151743395015116;589.8209207401814
2005;2;chocó;514853.0;125000.0;2530.5922542153717;0.0049151743395015116;614.396792437689
2005;3;chocó;514853.0;129000.0;2530.5922542153717;0.0049151743395015116;634.057489795695
2005;4;chocó;514853.0;141000.0;2530.5922542153717;0.0049151743395015116;693.0395818697132
2005;1;córdoba;514853.0;120000.0;10343.08231601237;0.020089389235398006;2410.7267082477606
2005;2;córdoba;514853.0;125000.0;10343.08231601237;0.020089389235398006;2511.1736544247506
2005;3;córdoba;514853.0;129000.0;10343.08231601237;0.020089389235398006;2591.5312113663426
2005;4;córdoba;514853.0;141000.0;10343.08231601237;0.020089389235398006;2832.603882191119
2005;1;cundinamarca;514853.0;120000.0;29886.401533314074;0.05804841679724907;6965.810015669888
2005;2;cundinamarca;514853.0;125000.0;29886.401533314074;0.05804841679724907;7256.052099656134
2005;3;cundinamarca;514853.0;129000.0;29886.401533314074;0.05804841679724907;7488.24576684513
2005;4;cundinamarca;514853.0;141000.0;29886.401533314074;0.05804841679724907;8184.826768412119
