AAAA;MM;DD;FECHA;FECHA_ORD;REGION;PIB
2021;8;13;2021-08-13;738015;guaviare;190.56146220763367
2021;8;14;2021-08-14;738016;guaviare;190.56146220763367
2021;8;15;2021-08-15;738017;guaviare;190.56146220763367
2021;8;16;2021-08-16;738018;guaviare;190.56146220763367
2021;8;17;2021-08-17;738019;guaviare;190.56146220763367
2021;8;18;2021-08-18;738020;guaviare;190.56146220763367
2021;8;19;2021-08-19;738021;guaviare;190.56146220763367
2021;8;20;2021-08-20;738022;guaviare;190.56146220763367
2021;8;21;2021-08-21;738023;guaviare;190.56146220763367
2021;8;22;2021-08-22;738024;guaviare;190.56146220763367
2021;8;23;2021-08-23;738025;guaviare;190.56146220763367
2021;8;24;2021-08-24;738026;guaviare;190.56146220763367
2021;8;25;2021-08-25;738027;guaviare;190.56146220763367
2021;8;26;2021-08-26;738028;guaviare;190.56146220763367
2021;8;27;2021-08-27;738029;guaviare;190.56146220763367
2021;8;28;2021-08-28;738030;guaviare;190.56146220763367
2021;8;29;2021-08-29;738031;guaviare;190.56146220763367
2021;8;30;2021-08-30;738032;guaviare;190.56146220763367
2021;8;31;2021-08-31;738033;guaviare;190.56146220763367
2021;9;1;2021-09-01;738034;guaviare;190.56146220763367
2021;9;2;2021-09-02;738035;guaviare;190.56146220763367
2021;9;3;2021-09-03;738036;guaviare;190.56146220763367
2021;9;4;2021-09-04;738037;guaviare;190.56146220763367
2021;9;5;2021-09-05;738038;guaviare;190.56146220763367
2021;9;6;2021-09-06;738039;guaviare;190.56146220763367
2021;9;7;2021-09-07;738040;guaviare;190.56146220763367
2021;9;8;2021-09-08;738041;guaviare;190.56146220763367
2021;9;9;2021-09-09;738042;guaviare;190.56146220763367
2021;9;10;2021-09-10;738043;guaviare;190.56146220763367
2021;9;11;2021-09-11;738044;guaviare;190.56146220763367
2021;9;12;2021-09-12;738045;guaviare;190.56146220763367
2021;9;13;2021-09-13;738046;guaviare;190.56146220763367
2021;9;14;2021-09-14;738047;guaviare;190.56146220763367
2021;9;15;2021-09-15;738048;guaviare;190.56146220763367
2021;9;16;2021-09-16;738049;guaviare;190.56146220763367
2021;9;17;2021-09-17;738050;guaviare;190.56146220763367
2021;9;18;2021-09-18;738051;guaviare;190.56146220763367
2021;9;19;2021-09-19;738052;guaviare;190.56146220763367
2021;9;20;2021-09-20;738053;guaviare;190.56146220763367
2021;9;21;2021-09-21;738054;guaviare;190.56146220763367
2021;9;22;2021-09-22;738055;guaviare;190.56146220763367
2021;9;23;2021-09-23;738056;guaviare;190.56146220763367
2021;9;24;2021-09-24;738057;guaviare;190.56146220763367
2021;9;25;2021-09-25;738058;guaviare;190.56146220763367
2021;9;26;2021-09-26;738059;guaviare;190.56146220763367
2021;9;27;2021-09-27;738060;guaviare;190.56146220763367
2021;9;28;2021-09-28;738061;guaviare;190.56146220763367
2021;9;29;2021-09-29;738062;guaviare;190.56146220763367
2021;9;30;2021-09-30;738063;guaviare;190.56146220763367
2021;10;1;2021-10-01;738064;guaviare;190.56146220763367
2021;10;2;2021-10-02;738065;guaviare;190.56146220763367
2021;10;3;2021-10-03;738066;guaviare;190.56146220763367
2021;10;4;2021-10-04;738067;guaviare;190.56146220763367
2021;10;5;2021-10-05;738068;guaviare;190.56146220763367
2021;10;6;2021-10-06;738069;guaviare;190.56146220763367
2021;10;7;2021-10-07;738070;guaviare;190.56146220763367
2021;10;8;2021-10-08;738071;guaviare;190.56146220763367
2021;10;9;2021-10-09;738072;guaviare;190.56146220763367
2021;10;10;2021-10-10;738073;guaviare;190.56146220763367
2021;10;11;2021-10-11;738074;guaviare;190.56146220763367
2021;10;12;2021-10-12;738075;guaviare;190.56146220763367
2021;10;13;2021-10-13;738076;guaviare;190.56146220763367
2021;10;14;2021-10-14;738077;guaviare;190.56146220763367
2021;10;15;2021-10-15;738078;guaviare;190.56146220763367
2021;10;16;2021-10-16;738079;guaviare;190.56146220763367
2021;10;17;2021-10-17;738080;guaviare;190.56146220763367
2021;10;18;2021-10-18;738081;guaviare;190.56146220763367
2021;10;19;2021-10-19;738082;guaviare;190.56146220763367
2021;10;20;2021-10-20;738083;guaviare;190.56146220763367
2021;10;21;2021-10-21;738084;guaviare;190.56146220763367
2021;10;22;2021-10-22;738085;guaviare;190.56146220763367
2021;10;23;2021-10-23;738086;guaviare;190.56146220763367
2021;10;24;2021-10-24;738087;guaviare;190.56146220763367
2021;10;25;2021-10-25;738088;guaviare;190.56146220763367
2021;10;26;2021-10-26;738089;guaviare;190.56146220763367
2021;10;27;2021-10-27;738090;guaviare;190.56146220763367
2021;10;28;2021-10-28;738091;guaviare;190.56146220763367
2021;10;29;2021-10-29;738092;guaviare;190.56146220763367
2021;10;30;2021-10-30;738093;guaviare;190.56146220763367
2021;10;31;2021-10-31;738094;guaviare;190.56146220763367
2021;11;1;2021-11-01;738095;guaviare;190.56146220763367
2021;11;2;2021-11-02;738096;guaviare;190.56146220763367
2021;11;3;2021-11-03;738097;guaviare;190.56146220763367
2021;11;4;2021-11-04;738098;guaviare;190.56146220763367
2021;11;5;2021-11-05;738099;guaviare;190.56146220763367
2021;11;6;2021-11-06;738100;guaviare;190.56146220763367
2021;11;7;2021-11-07;738101;guaviare;190.56146220763367
2021;11;8;2021-11-08;738102;guaviare;190.56146220763367
2021;11;9;2021-11-09;738103;guaviare;190.56146220763367
2021;11;10;2021-11-10;738104;guaviare;190.56146220763367
2021;11;11;2021-11-11;738105;guaviare;190.56146220763367
2021;11;12;2021-11-12;738106;guaviare;190.56146220763367
2021;11;13;2021-11-13;738107;guaviare;190.56146220763367
2021;11;14;2021-11-14;738108;guaviare;190.56146220763367
2021;11;15;2021-11-15;738109;guaviare;190.56146220763367
2021;11;16;2021-11-16;738110;guaviare;190.56146220763367
2021;11;17;2021-11-17;738111;guaviare;190.56146220763367
2021;11;18;2021-11-18;738112;guaviare;190.56146220763367
2021;11;19;2021-11-19;738113;guaviare;190.56146220763367
2021;11;20;2021-11-20;738114;guaviare;190.56146220763367
2021;11;21;2021-11-21;738115;guaviare;190.56146220763367
2021;11;22;2021-11-22;738116;guaviare;190.56146220763367
2021;11;23;2021-11-23;738117;guaviare;190.56146220763367
2021;11;24;2021-11-24;738118;guaviare;190.56146220763367
2021;11;25;2021-11-25;738119;guaviare;190.56146220763367
2021;11;26;2021-11-26;738120;guaviare;190.56146220763367
2021;11;27;2021-11-27;738121;guaviare;190.56146220763367
2021;11;28;2021-11-28;738122;guaviare;190.56146220763367
2021;11;29;2021-11-29;738123;guaviare;190.56146220763367
2021;11;30;2021-11-30;738124;guaviare;190.56146220763367
2021;12;1;2021-12-01;738125;guaviare;190.56146220763367
2021;12;2;2021-12-02;738126;guaviare;190.56146220763367
2021;12;3;2021-12-03;738127;guaviare;190.56146220763367
2021;12;4;2021-12-04;738128;guaviare;190.56146220763367
2021;12;5;2021-12-05;738129;guaviare;190.56146220763367
2021;12;6;2021-12-06;738130;guaviare;190.56146220763367
2021;12;7;2021-12-07;738131;guaviare;190.56146220763367
2021;12;8;2021-12-08;738132;guaviare;190.56146220763367
2021;12;9;2021-12-09;738133;guaviare;190.56146220763367
2021;12;10;2021-12-10;738134;guaviare;190.56146220763367
2021;12;11;2021-12-11;738135;guaviare;190.56146220763367
2021;12;12;2021-12-12;738136;guaviare;190.56146220763367
2021;12;13;2021-12-13;738137;guaviare;190.56146220763367
2021;12;14;2021-12-14;738138;guaviare;190.56146220763367
2021;12;15;2021-12-15;738139;guaviare;190.56146220763367
2021;12;16;2021-12-16;738140;guaviare;190.56146220763367
2021;12;17;2021-12-17;738141;guaviare;190.56146220763367
2021;12;18;2021-12-18;738142;guaviare;190.56146220763367
2021;12;19;2021-12-19;738143;guaviare;190.56146220763367
2021;12;20;2021-12-20;738144;guaviare;190.56146220763367
2021;12;21;2021-12-21;738145;guaviare;190.56146220763367
2021;12;22;2021-12-22;738146;guaviare;190.56146220763367
2021;12;23;2021-12-23;738147;guaviare;190.56146220763367
2021;12;24;2021-12-24;738148;guaviare;190.56146220763367
2021;12;25;2021-12-25;738149;guaviare;190.56146220763367
2021;12;26;2021-12-26;738150;guaviare;190.56146220763367
2021;12;27;2021-12-27;738151;guaviare;190.56146220763367
2021;12;28;2021-12-28;738152;guaviare;190.56146220763367
2021;12;29;2021-12-29;738153;guaviare;190.56146220763367
2021;12;30;2021-12-30;738154;guaviare;190.56146220763367
2021;12;31;2021-12-31;738155;guaviare;190.56146220763367
2022;1;1;2022-01-01;738156;guaviare;190.56146220763367
2022;1;2;2022-01-02;738157;guaviare;190.56146220763367
2022;1;3;2022-01-03;738158;guaviare;190.56146220763367
2022;1;4;2022-01-04;738159;guaviare;190.56146220763367
2022;1;5;2022-01-05;738160;guaviare;190.56146220763367
2022;1;6;2022-01-06;738161;guaviare;190.56146220763367
2022;1;7;2022-01-07;738162;guaviare;190.56146220763367
2022;1;8;2022-01-08;738163;guaviare;190.56146220763367
2022;1;9;2022-01-09;738164;guaviare;190.56146220763367
2022;1;10;2022-01-10;738165;guaviare;190.56146220763367
2022;1;11;2022-01-11;738166;guaviare;190.56146220763367
2022;1;12;2022-01-12;738167;guaviare;190.56146220763367
2022;1;13;2022-01-13;738168;guaviare;190.56146220763367
2022;1;14;2022-01-14;738169;guaviare;190.56146220763367
2022;1;15;2022-01-15;738170;guaviare;190.56146220763367
2022;1;16;2022-01-16;738171;guaviare;190.56146220763367
2022;1;17;2022-01-17;738172;guaviare;190.56146220763367
2022;1;18;2022-01-18;738173;guaviare;190.56146220763367
2022;1;19;2022-01-19;738174;guaviare;190.56146220763367
2022;1;20;2022-01-20;738175;guaviare;190.56146220763367
2022;1;21;2022-01-21;738176;guaviare;190.56146220763367
2022;1;22;2022-01-22;738177;guaviare;190.56146220763367
2022;1;23;2022-01-23;738178;guaviare;190.56146220763367
2022;1;24;2022-01-24;738179;guaviare;190.56146220763367
2022;1;25;2022-01-25;738180;guaviare;190.56146220763367
2022;1;26;2022-01-26;738181;guaviare;190.56146220763367
2022;1;27;2022-01-27;738182;guaviare;190.56146220763367
2022;1;28;2022-01-28;738183;guaviare;190.56146220763367
2022;1;29;2022-01-29;738184;guaviare;190.56146220763367
2022;1;30;2022-01-30;738185;guaviare;190.56146220763367
2022;1;31;2022-01-31;738186;guaviare;190.56146220763367
2022;2;1;2022-02-01;738187;guaviare;190.56146220763367
2022;2;2;2022-02-02;738188;guaviare;190.56146220763367
2022;2;3;2022-02-03;738189;guaviare;190.56146220763367
2022;2;4;2022-02-04;738190;guaviare;190.56146220763367
2022;2;5;2022-02-05;738191;guaviare;190.56146220763367
2022;2;6;2022-02-06;738192;guaviare;190.56146220763367
2022;2;7;2022-02-07;738193;guaviare;190.56146220763367
2022;2;8;2022-02-08;738194;guaviare;190.56146220763367
2022;2;9;2022-02-09;738195;guaviare;190.56146220763367
2022;2;10;2022-02-10;738196;guaviare;190.56146220763367
2022;2;11;2022-02-11;738197;guaviare;190.56146220763367
2022;2;12;2022-02-12;738198;guaviare;190.56146220763367
2022;2;13;2022-02-13;738199;guaviare;190.56146220763367
2022;2;14;2022-02-14;738200;guaviare;190.56146220763367
2022;2;15;2022-02-15;738201;guaviare;190.56146220763367
2022;2;16;2022-02-16;738202;guaviare;190.56146220763367
2022;2;17;2022-02-17;738203;guaviare;190.56146220763367
2022;2;18;2022-02-18;738204;guaviare;190.56146220763367
2022;2;19;2022-02-19;738205;guaviare;190.56146220763367
2022;2;20;2022-02-20;738206;guaviare;190.56146220763367
2022;2;21;2022-02-21;738207;guaviare;190.56146220763367
2022;2;22;2022-02-22;738208;guaviare;190.56146220763367
2022;2;23;2022-02-23;738209;guaviare;190.56146220763367
2022;2;24;2022-02-24;738210;guaviare;190.56146220763367
2022;2;25;2022-02-25;738211;guaviare;190.56146220763367
2022;2;26;2022-02-26;738212;guaviare;190.56146220763367
2022;2;27;2022-02-27;738213;guaviare;190.56146220763367
2022;2;28;2022-02-28;738214;guaviare;190.56146220763367
2022;3;1;2022-03-01;738215;guaviare;190.56146220763367
2022;3;2;2022-03-02;738216;guaviare;190.56146220763367
2022;3;3;2022-03-03;738217;guaviare;190.56146220763367
2022;3;4;2022-03-04;738218;guaviare;190.56146220763367
2022;3;5;2022-03-05;738219;guaviare;190.56146220763367
2022;3;6;2022-03-06;738220;guaviare;190.56146220763367
2022;3;7;2022-03-07;738221;guaviare;190.56146220763367
2022;3;8;2022-03-08;738222;guaviare;190.56146220763367
2022;3;9;2022-03-09;738223;guaviare;190.56146220763367
2022;3;10;2022-03-10;738224;guaviare;190.56146220763367
2022;3;11;2022-03-11;738225;guaviare;190.56146220763367
2022;3;12;2022-03-12;738226;guaviare;190.56146220763367
2022;3;13;2022-03-13;738227;guaviare;190.56146220763367
2022;3;14;2022-03-14;738228;guaviare;190.56146220763367
2022;3;15;2022-03-15;738229;guaviare;190.56146220763367
2022;3;16;2022-03-16;738230;guaviare;190.56146220763367
2022;3;17;2022-03-17;738231;guaviare;190.56146220763367
2022;3;18;2022-03-18;738232;guaviare;190.56146220763367
2022;3;19;2022-03-19;738233;guaviare;190.56146220763367
2022;3;20;2022-03-20;738234;guaviare;190.56146220763367
2022;3;21;2022-03-21;738235;guaviare;190.56146220763367
2022;3;22;2022-03-22;738236;guaviare;190.56146220763367
2022;3;23;2022-03-23;738237;guaviare;190.56146220763367
2022;3;24;2022-03-24;738238;guaviare;190.56146220763367
2022;3;25;2022-03-25;738239;guaviare;190.56146220763367
2022;3;26;2022-03-26;738240;guaviare;190.56146220763367
2022;3;27;2022-03-27;738241;guaviare;190.56146220763367
2022;3;28;2022-03-28;738242;guaviare;190.56146220763367
2022;3;29;2022-03-29;738243;guaviare;190.56146220763367
2022;3;30;2022-03-30;738244;guaviare;190.56146220763367
2022;3;31;2022-03-31;738245;guaviare;190.56146220763367
2020;10;1;2020-10-01;737699;huila;3259.285510789202
2020;10;2;2020-10-02;737700;huila;3259.285510789202
2020;10;3;2020-10-03;737701;huila;3259.285510789202
2020;10;4;2020-10-04;737702;huila;3259.285510789202
2020;10;5;2020-10-05;737703;huila;3259.285510789202
2020;10;6;2020-10-06;737704;huila;3259.285510789202
2020;10;7;2020-10-07;737705;huila;3259.285510789202
2020;10;8;2020-10-08;737706;huila;3259.285510789202
2020;10;9;2020-10-09;737707;huila;3259.285510789202
2020;10;10;2020-10-10;737708;huila;3259.285510789202
2020;10;11;2020-10-11;737709;huila;3259.285510789202
2020;10;12;2020-10-12;737710;huila;3259.285510789202
2020;10;13;2020-10-13;737711;huila;3259.285510789202
2020;10;14;2020-10-14;737712;huila;3259.285510789202
2020;10;15;2020-10-15;737713;huila;3259.285510789202
2020;10;16;2020-10-16;737714;huila;3259.285510789202
2020;10;17;2020-10-17;737715;huila;3259.285510789202
2020;10;18;2020-10-18;737716;huila;3259.285510789202
2020;10;19;2020-10-19;737717;huila;3259.285510789202
2020;10;20;2020-10-20;737718;huila;3259.285510789202
2020;10;21;2020-10-21;737719;huila;3259.285510789202
2020;10;22;2020-10-22;737720;huila;3259.285510789202
2020;10;23;2020-10-23;737721;huila;3259.285510789202
2020;10;24;2020-10-24;737722;huila;3259.285510789202
2020;10;25;2020-10-25;737723;huila;3259.285510789202
2020;10;26;2020-10-26;737724;huila;3259.285510789202
2020;10;27;2020-10-27;737725;huila;3259.285510789202
2020;10;28;2020-10-28;737726;huila;3259.285510789202
2020;10;29;2020-10-29;737727;huila;3259.285510789202
2020;10;30;2020-10-30;737728;huila;3259.285510789202
2020;10;31;2020-10-31;737729;huila;3259.285510789202
2020;11;1;2020-11-01;737730;huila;3259.285510789202
2020;11;2;2020-11-02;737731;huila;3259.285510789202
2020;11;3;2020-11-03;737732;huila;3259.285510789202
2020;11;4;2020-11-04;737733;huila;3259.285510789202
2020;11;5;2020-11-05;737734;huila;3259.285510789202
2020;11;6;2020-11-06;737735;huila;3259.285510789202
2020;11;7;2020-11-07;737736;huila;3259.285510789202
2020;11;8;2020-11-08;737737;huila;3259.285510789202
2020;11;9;2020-11-09;737738;huila;3259.285510789202
2020;11;10;2020-11-10;737739;huila;3259.285510789202
2020;11;11;2020-11-11;737740;huila;3259.285510789202
2020;11;12;2020-11-12;737741;huila;3259.285510789202
2020;11;13;2020-11-13;737742;huila;3259.285510789202
2020;11;14;2020-11-14;737743;huila;3259.285510789202
2020;11;15;2020-11-15;737744;huila;3259.285510789202
2020;11;16;2020-11-16;737745;huila;3684.350148459283
2020;11;17;2020-11-17;737746;huila;3684.350148459283
2020;11;18;2020-11-18;737747;huila;3684.350148459283
2020;11;19;2020-11-19;737748;huila;3684.350148459283
2020;11;20;2020-11-20;737749;huila;3684.350148459283
2020;11;21;2020-11-21;737750;huila;3684.350148459283
2020;11;22;2020-11-22;737751;huila;3684.350148459283
2020;11;23;2020-11-23;737752;huila;3684.350148459283
2020;11;24;2020-11-24;737753;huila;3684.350148459283
2020;11;25;2020-11-25;737754;huila;3684.350148459283
2020;11;26;2020-11-26;737755;huila;3684.350148459283
2020;11;27;2020-11-27;737756;huila;3684.350148459283
2020;11;28;2020-11-28;737757;huila;3684.350148459283
2020;11;29;2020-11-29;737758;huila;3684.350148459283
2020;11;30;2020-11-30;737759;huila;3684.350148459283
2020;12;1;2020-12-01;737760;huila;3684.350148459283
2020;12;2;2020-12-02;737761;huila;3684.350148459283
2020;12;3;2020-12-03;737762;huila;3684.350148459283
2020;12;4;2020-12-04;737763;huila;3684.350148459283
2020;12;5;2020-12-05;737764;huila;3684.350148459283
2020;12;6;2020-12-06;737765;huila;3684.350148459283
2020;12;7;2020-12-07;737766;huila;3684.350148459283
2020;12;8;2020-12-08;737767;huila;3684.350148459283
2020;12;9;2020-12-09;737768;huila;3684.350148459283
2020;12;10;2020-12-10;737769;huila;3684.350148459283
2020;12;11;2020-12-11;737770;huila;3684.350148459283
2020;12;12;2020-12-12;737771;huila;3684.350148459283
2020;12;13;2020-12-13;737772;huila;3684.350148459283
2020;12;14;2020-12-14;737773;huila;3684.350148459283
2020;12;15;2020-12-15;737774;huila;3684.350148459283
2020;12;16;2020-12-16;737775;huila;3684.350148459283
2020;12;17;2020-12-17;737776;huila;3684.350148459283
2020;12;18;2020-12-18;737777;huila;3684.350148459283
2020;12;19;2020-12-19;737778;huila;3684.350148459283
2020;12;20;2020-12-20;737779;huila;3684.350148459283
2020;12;21;2020-12-21;737780;huila;3684.350148459283
2020;12;22;2020-12-22;737781;huila;3684.350148459283
2020;12;23;2020-12-23;737782;huila;3684.350148459283
2020;12;24;2020-12-24;737783;huila;3684.350148459283
2020;12;25;2020-12-25;737784;huila;3684.350148459283
2020;12;26;2020-12-26;737785;huila;3684.350148459283
2020;12;27;2020-12-27;737786;huila;3684.350148459283
2020;12;28;2020-12-28;737787;huila;3684.350148459283
2020;12;29;2020-12-29;737788;huila;3684.350148459283
2020;12;30;2020-12-30;737789;huila;3684.350148459283
2020;12;31;2020-12-31;737790;huila;3684.350148459283
2021;1;1;2021-01-01;737791;huila;3684.350148459283
2021;1;2;2021-01-02;737792;huila;3684.350148459283
2021;1;3;2021-01-03;737793;huila;3684.350148459283
2021;1;4;2021-01-04;737794;huila;3684.350148459283
2021;1;5;2021-01-05;737795;huila;3684.350148459283
2021;1;6;2021-01-06;737796;huila;3684.350148459283
2021;1;7;2021-01-07;737797;huila;3684.350148459283
2021;1;8;2021-01-08;737798;huila;3684.350148459283
2021;1;9;2021-01-09;737799;huila;3684.350148459283
2021;1;10;2021-01-10;737800;huila;3684.350148459283
2021;1;11;2021-01-11;737801;huila;3684.350148459283
2021;1;12;2021-01-12;737802;huila;3684.350148459283
2021;1;13;2021-01-13;737803;huila;3684.350148459283
2021;1;14;2021-01-14;737804;huila;3684.350148459283
2021;1;15;2021-01-15;737805;huila;3684.350148459283
2021;1;16;2021-01-16;737806;huila;3684.350148459283
2021;1;17;2021-01-17;737807;huila;3684.350148459283
2021;1;18;2021-01-18;737808;huila;3684.350148459283
2021;1;19;2021-01-19;737809;huila;3684.350148459283
2021;1;20;2021-01-20;737810;huila;3684.350148459283
2021;1;21;2021-01-21;737811;huila;3684.350148459283
2021;1;22;2021-01-22;737812;huila;3684.350148459283
2021;1;23;2021-01-23;737813;huila;3684.350148459283
2021;1;24;2021-01-24;737814;huila;3684.350148459283
2021;1;25;2021-01-25;737815;huila;3684.350148459283
2021;1;26;2021-01-26;737816;huila;3684.350148459283
2021;1;27;2021-01-27;737817;huila;3684.350148459283
2021;1;28;2021-01-28;737818;huila;3684.350148459283
2021;1;29;2021-01-29;737819;huila;3684.350148459283
2021;1;30;2021-01-30;737820;huila;3684.350148459283
2021;1;31;2021-01-31;737821;huila;3684.350148459283
2021;2;1;2021-02-01;737822;huila;3684.350148459283
2021;2;2;2021-02-02;737823;huila;3684.350148459283
2021;2;3;2021-02-03;737824;huila;3684.350148459283
2021;2;4;2021-02-04;737825;huila;3684.350148459283
2021;2;5;2021-02-05;737826;huila;3684.350148459283
2021;2;6;2021-02-06;737827;huila;3684.350148459283
2021;2;7;2021-02-07;737828;huila;3684.350148459283
2021;2;8;2021-02-08;737829;huila;3684.350148459283
2021;2;9;2021-02-09;737830;huila;3684.350148459283
2021;2;10;2021-02-10;737831;huila;3684.350148459283
2021;2;11;2021-02-11;737832;huila;3684.350148459283
2021;2;12;2021-02-12;737833;huila;3684.350148459283
2021;2;13;2021-02-13;737834;huila;3684.350148459283
2021;2;14;2021-02-14;737835;huila;3684.350148459283
2021;2;15;2021-02-15;737836;huila;3684.350148459283
2021;2;16;2021-02-16;737837;huila;3684.350148459283
2021;2;17;2021-02-17;737838;huila;3684.350148459283
2021;2;18;2021-02-18;737839;huila;3684.350148459283
2021;2;19;2021-02-19;737840;huila;3684.350148459283
2021;2;20;2021-02-20;737841;huila;3684.350148459283
2021;2;21;2021-02-21;737842;huila;3684.350148459283
2021;2;22;2021-02-22;737843;huila;3684.350148459283
2021;2;23;2021-02-23;737844;huila;3684.350148459283
2021;2;24;2021-02-24;737845;huila;3684.350148459283
2021;2;25;2021-02-25;737846;huila;3684.350148459283
2021;2;26;2021-02-26;737847;huila;3684.350148459283
2021;2;27;2021-02-27;737848;huila;3684.350148459283
2021;2;28;2021-02-28;737849;huila;3684.350148459283
2021;3;1;2021-03-01;737850;huila;3684.350148459283
2021;3;2;2021-03-02;737851;huila;3684.350148459283
2021;3;3;2021-03-03;737852;huila;3684.350148459283
2021;3;4;2021-03-04;737853;huila;3684.350148459283
2021;3;5;2021-03-05;737854;huila;3684.350148459283
2021;3;6;2021-03-06;737855;huila;3684.350148459283
2021;3;7;2021-03-07;737856;huila;3684.350148459283
2021;3;8;2021-03-08;737857;huila;3684.350148459283
2021;3;9;2021-03-09;737858;huila;3684.350148459283
2021;3;10;2021-03-10;737859;huila;3684.350148459283
2021;3;11;2021-03-11;737860;huila;3684.350148459283
2021;3;12;2021-03-12;737861;huila;3684.350148459283
2021;3;13;2021-03-13;737862;huila;3684.350148459283
2021;3;14;2021-03-14;737863;huila;3684.350148459283
2021;3;15;2021-03-15;737864;huila;3684.350148459283
2021;3;16;2021-03-16;737865;huila;3684.350148459283
2021;3;17;2021-03-17;737866;huila;3684.350148459283
2021;3;18;2021-03-18;737867;huila;3684.350148459283
2021;3;19;2021-03-19;737868;huila;3684.350148459283
2021;3;20;2021-03-20;737869;huila;3684.350148459283
2021;3;21;2021-03-21;737870;huila;3684.350148459283
2021;3;22;2021-03-22;737871;huila;3684.350148459283
2021;3;23;2021-03-23;737872;huila;3684.350148459283
2021;3;24;2021-03-24;737873;huila;3684.350148459283
2021;3;25;2021-03-25;737874;huila;3684.350148459283
2021;3;26;2021-03-26;737875;huila;3684.350148459283
2021;3;27;2021-03-27;737876;huila;3684.350148459283
2021;3;28;2021-03-28;737877;huila;3684.350148459283
2021;3;29;2021-03-29;737878;huila;3684.350148459283
2021;3;30;2021-03-30;737879;huila;3684.350148459283
2021;3;31;2021-03-31;737880;huila;3684.350148459283
2021;4;1;2021-04-01;737881;huila;3684.350148459283
2021;4;2;2021-04-02;737882;huila;3684.350148459283
2021;4;3;2021-04-03;737883;huila;3684.350148459283
2021;4;4;2021-04-04;737884;huila;3684.350148459283
2021;4;5;2021-04-05;737885;huila;3684.350148459283
2021;4;6;2021-04-06;737886;huila;3684.350148459283
2021;4;7;2021-04-07;737887;huila;3684.350148459283
2021;4;8;2021-04-08;737888;huila;3684.350148459283
2021;4;9;2021-04-09;737889;huila;3684.350148459283
2021;4;10;2021-04-10;737890;huila;3684.350148459283
2021;4;11;2021-04-11;737891;huila;3684.350148459283
2021;4;12;2021-04-12;737892;huila;3684.350148459283
2021;4;13;2021-04-13;737893;huila;3684.350148459283
2021;4;14;2021-04-14;737894;huila;3684.350148459283
2021;4;15;2021-04-15;737895;huila;3684.350148459283
2021;4;16;2021-04-16;737896;huila;3684.350148459283
2021;4;17;2021-04-17;737897;huila;3684.350148459283
2021;4;18;2021-04-18;737898;huila;3684.350148459283
2021;4;19;2021-04-19;737899;huila;3684.350148459283
2021;4;20;2021-04-20;737900;huila;3684.350148459283
2021;4;21;2021-04-21;737901;huila;3684.350148459283
2021;4;22;2021-04-22;737902;huila;3684.350148459283
2021;4;23;2021-04-23;737903;huila;3684.350148459283
2021;4;24;2021-04-24;737904;huila;3684.350148459283
2021;4;25;2021-04-25;737905;huila;3684.350148459283
2021;4;26;2021-04-26;737906;huila;3684.350148459283
2021;4;27;2021-04-27;737907;huila;3684.350148459283
2021;4;28;2021-04-28;737908;huila;3684.350148459283
2021;4;29;2021-04-29;737909;huila;3684.350148459283
2021;4;30;2021-04-30;737910;huila;3684.350148459283
2021;5;1;2021-05-01;737911;huila;3684.350148459283
2021;5;2;2021-05-02;737912;huila;3684.350148459283
2021;5;3;2021-05-03;737913;huila;3684.350148459283
2021;5;4;2021-05-04;737914;huila;3684.350148459283
2021;5;5;2021-05-05;737915;huila;3684.350148459283
2021;5;6;2021-05-06;737916;huila;3684.350148459283
2021;5;7;2021-05-07;737917;huila;3684.350148459283
2021;5;8;2021-05-08;737918;huila;3684.350148459283
2021;5;9;2021-05-09;737919;huila;3684.350148459283
2021;5;10;2021-05-10;737920;huila;3684.350148459283
2021;5;11;2021-05-11;737921;huila;3684.350148459283
2021;5;12;2021-05-12;737922;huila;3684.350148459283
2021;5;13;2021-05-13;737923;huila;3684.350148459283
2021;5;14;2021-05-14;737924;huila;3684.350148459283
2021;5;15;2021-05-15;737925;huila;3684.350148459283
2021;5;16;2021-05-16;737926;huila;3684.350148459283
2021;5;17;2021-05-17;737927;huila;3684.350148459283
2021;5;18;2021-05-18;737928;huila;3684.350148459283
2021;5;19;2021-05-19;737929;huila;3684.350148459283
2021;5;20;2021-05-20;737930;huila;3684.350148459283
2021;5;21;2021-05-21;737931;huila;3684.350148459283
2021;5;22;2021-05-22;737932;huila;3684.350148459283
2021;5;23;2021-05-23;737933;huila;3684.350148459283
2021;5;24;2021-05-24;737934;huila;3684.350148459283
2021;5;25;2021-05-25;737935;huila;3684.350148459283
2021;5;26;2021-05-26;737936;huila;3684.350148459283
2021;5;27;2021-05-27;737937;huila;3684.350148459283
2021;5;28;2021-05-28;737938;huila;3684.350148459283
2021;5;29;2021-05-29;737939;huila;3684.350148459283
2021;5;30;2021-05-30;737940;huila;3684.350148459283
2021;5;31;2021-05-31;737941;huila;3684.350148459283
2021;6;1;2021-06-01;737942;huila;3684.350148459283
2021;6;2;2021-06-02;737943;huila;3684.350148459283
2021;6;3;2021-06-03;737944;huila;3684.350148459283
2021;6;4;2021-06-04;737945;huila;3684.350148459283
2021;6;5;2021-06-05;737946;huila;3684.350148459283
2021;6;6;2021-06-06;737947;huila;3684.350148459283
2021;6;7;2021-06-07;737948;huila;3684.350148459283
2021;6;8;2021-06-08;737949;huila;3684.350148459283
