AAAA;MM;DD;FECHA;FECHA_ORD;REGION;PIB
2021;1;15;2021-01-15;737805;casanare;3430.666139180776
2021;1;16;2021-01-16;737806;casanare;3430.666139180776
2021;1;17;2021-01-17;737807;casanare;3430.666139180776
2021;1;18;2021-01-18;737808;casanare;3430.666139180776
2021;1;19;2021-01-19;737809;casanare;3430.666139180776
2021;1;20;2021-01-20;737810;casanare;3430.666139180776
2021;1;21;2021-01-21;737811;casanare;3430.666139180776
2021;1;22;2021-01-22;737812;casanare;3430.666139180776
2021;1;23;2021-01-23;737813;casanare;3430.666139180776
2021;1;24;2021-01-24;737814;casanare;3430.666139180776
2021;1;25;2021-01-25;737815;casanare;3430.666139180776
2021;1;26;2021-01-26;737816;casanare;3430.666139180776
2021;1;27;2021-01-27;737817;casanare;3430.666139180776
2021;1;28;2021-01-28;737818;casanare;3430.666139180776
2021;1;29;2021-01-29;737819;casanare;3430.666139180776
2021;1;30;2021-01-30;737820;casanare;3430.666139180776
2021;1;31;2021-01-31;737821;casanare;3430.666139180776
2021;2;1;2021-02-01;737822;casanare;3430.666139180776
2021;2;2;2021-02-02;737823;casanare;3430.666139180776
2021;2;3;2021-02-03;737824;casanare;3430.666139180776
2021;2;4;2021-02-04;737825;casanare;3430.666139180776
2021;2;5;2021-02-05;737826;casanare;3430.666139180776
2021;2;6;2021-02-06;737827;casanare;3430.666139180776
2021;2;7;2021-02-07;737828;casanare;3430.666139180776
2021;2;8;2021-02-08;737829;casanare;3430.666139180776
2021;2;9;2021-02-09;737830;casanare;3430.666139180776
2021;2;10;2021-02-10;737831;casanare;3430.666139180776
2021;2;11;2021-02-11;737832;casanare;3430.666139180776
2021;2;12;2021-02-12;737833;casanare;3430.666139180776
2021;2;13;2021-02-13;737834;casanare;3430.666139180776
2021;2;14;2021-02-14;737835;casanare;3430.666139180776
2021;2;15;2021-02-15;737836;casanare;3430.666139180776
2021;2;16;2021-02-16;737837;casanare;3430.666139180776
2021;2;17;2021-02-17;737838;casanare;3430.666139180776
2021;2;18;2021-02-18;737839;casanare;3430.666139180776
2021;2;19;2021-02-19;737840;casanare;3430.666139180776
2021;2;20;2021-02-20;737841;casanare;3430.666139180776
2021;2;21;2021-02-21;737842;casanare;3430.666139180776
2021;2;22;2021-02-22;737843;casanare;3430.666139180776
2021;2;23;2021-02-23;737844;casanare;3430.666139180776
2021;2;24;2021-02-24;737845;casanare;3430.666139180776
2021;2;25;2021-02-25;737846;casanare;3430.666139180776
2021;2;26;2021-02-26;737847;casanare;3430.666139180776
2021;2;27;2021-02-27;737848;casanare;3430.666139180776
2021;2;28;2021-02-28;737849;casanare;3430.666139180776
2021;3;1;2021-03-01;737850;casanare;3430.666139180776
2021;3;2;2021-03-02;737851;casanare;3430.666139180776
2021;3;3;2021-03-03;737852;casanare;3430.666139180776
2021;3;4;2021-03-04;737853;casanare;3430.666139180776
2021;3;5;2021-03-05;737854;casanare;3430.666139180776
2021;3;6;2021-03-06;737855;casanare;3430.666139180776
2021;3;7;2021-03-07;737856;casanare;3430.666139180776
2021;3;8;2021-03-08;737857;casanare;3430.666139180776
2021;3;9;2021-03-09;737858;casanare;3430.666139180776
2021;3;10;2021-03-10;737859;casanare;3430.666139180776
2021;3;11;2021-03-11;737860;casanare;3430.666139180776
2021;3;12;2021-03-12;737861;casanare;3430.666139180776
2021;3;13;2021-03-13;737862;casanare;3430.666139180776
2021;3;14;2021-03-14;737863;casanare;3430.666139180776
2021;3;15;2021-03-15;737864;casanare;3430.666139180776
2021;3;16;2021-03-16;737865;casanare;3430.666139180776
2021;3;17;2021-03-17;737866;casanare;3430.666139180776
2021;3;18;2021-03-18;737867;casanare;3430.666139180776
2021;3;19;2021-03-19;737868;casanare;3430.666139180776
2021;3;20;2021-03-20;737869;casanare;3430.666139180776
2021;3;21;2021-03-21;737870;casanare;3430.666139180776
2021;3;22;2021-03-22;737871;casanare;3430.666139180776
2021;3;23;2021-03-23;737872;casanare;3430.666139180776
2021;3;24;2021-03-24;737873;casanare;3430.666139180776
2021;3;25;2021-03-25;737874;casanare;3430.666139180776
2021;3;26;2021-03-26;737875;casanare;3430.666139180776
2021;3;27;2021-03-27;737876;casanare;3430.666139180776
2021;3;28;2021-03-28;737877;casanare;3430.666139180776
2021;3;29;2021-03-29;737878;casanare;3430.666139180776
2021;3;30;2021-03-30;737879;casanare;3430.666139180776
2021;3;31;2021-03-31;737880;casanare;3430.666139180776
2021;4;1;2021-04-01;737881;casanare;3430.666139180776
2021;4;2;2021-04-02;737882;casanare;3430.666139180776
2021;4;3;2021-04-03;737883;casanare;3430.666139180776
2021;4;4;2021-04-04;737884;casanare;3430.666139180776
2021;4;5;2021-04-05;737885;casanare;3430.666139180776
2021;4;6;2021-04-06;737886;casanare;3430.666139180776
2021;4;7;2021-04-07;737887;casanare;3430.666139180776
2021;4;8;2021-04-08;737888;casanare;3430.666139180776
2021;4;9;2021-04-09;737889;casanare;3430.666139180776
2021;4;10;2021-04-10;737890;casanare;3430.666139180776
2021;4;11;2021-04-11;737891;casanare;3430.666139180776
2021;4;12;2021-04-12;737892;casanare;3430.666139180776
2021;4;13;2021-04-13;737893;casanare;3430.666139180776
2021;4;14;2021-04-14;737894;casanare;3430.666139180776
2021;4;15;2021-04-15;737895;casanare;3430.666139180776
2021;4;16;2021-04-16;737896;casanare;3430.666139180776
2021;4;17;2021-04-17;737897;casanare;3430.666139180776
2021;4;18;2021-04-18;737898;casanare;3430.666139180776
2021;4;19;2021-04-19;737899;casanare;3430.666139180776
2021;4;20;2021-04-20;737900;casanare;3430.666139180776
2021;4;21;2021-04-21;737901;casanare;3430.666139180776
2021;4;22;2021-04-22;737902;casanare;3430.666139180776
2021;4;23;2021-04-23;737903;casanare;3430.666139180776
2021;4;24;2021-04-24;737904;casanare;3430.666139180776
2021;4;25;2021-04-25;737905;casanare;3430.666139180776
2021;4;26;2021-04-26;737906;casanare;3430.666139180776
2021;4;27;2021-04-27;737907;casanare;3430.666139180776
2021;4;28;2021-04-28;737908;casanare;3430.666139180776
2021;4;29;2021-04-29;737909;casanare;3430.666139180776
2021;4;30;2021-04-30;737910;casanare;3430.666139180776
2021;5;1;2021-05-01;737911;casanare;3430.666139180776
2021;5;2;2021-05-02;737912;casanare;3430.666139180776
2021;5;3;2021-05-03;737913;casanare;3430.666139180776
2021;5;4;2021-05-04;737914;casanare;3430.666139180776
2021;5;5;2021-05-05;737915;casanare;3430.666139180776
2021;5;6;2021-05-06;737916;casanare;3430.666139180776
2021;5;7;2021-05-07;737917;casanare;3430.666139180776
2021;5;8;2021-05-08;737918;casanare;3430.666139180776
2021;5;9;2021-05-09;737919;casanare;3430.666139180776
2021;5;10;2021-05-10;737920;casanare;3430.666139180776
2021;5;11;2021-05-11;737921;casanare;3430.666139180776
2021;5;12;2021-05-12;737922;casanare;3430.666139180776
2021;5;13;2021-05-13;737923;casanare;3430.666139180776
2021;5;14;2021-05-14;737924;casanare;3430.666139180776
2021;5;15;2021-05-15;737925;casanare;3430.666139180776
2021;5;16;2021-05-16;737926;casanare;3430.666139180776
2021;5;17;2021-05-17;737927;casanare;3430.666139180776
2021;5;18;2021-05-18;737928;casanare;3430.666139180776
2021;5;19;2021-05-19;737929;casanare;3430.666139180776
2021;5;20;2021-05-20;737930;casanare;3430.666139180776
2021;5;21;2021-05-21;737931;casanare;3430.666139180776
2021;5;22;2021-05-22;737932;casanare;3430.666139180776
2021;5;23;2021-05-23;737933;casanare;3430.666139180776
2021;5;24;2021-05-24;737934;casanare;3430.666139180776
2021;5;25;2021-05-25;737935;casanare;3430.666139180776
2021;5;26;2021-05-26;737936;casanare;3430.666139180776
2021;5;27;2021-05-27;737937;casanare;3430.666139180776
2021;5;28;2021-05-28;737938;casanare;3430.666139180776
2021;5;29;2021-05-29;737939;casanare;3430.666139180776
2021;5;30;2021-05-30;737940;casanare;3430.666139180776
2021;5;31;2021-05-31;737941;casanare;3430.666139180776
2021;6;1;2021-06-01;737942;casanare;3430.666139180776
2021;6;2;2021-06-02;737943;casanare;3430.666139180776
2021;6;3;2021-06-03;737944;casanare;3430.666139180776
2021;6;4;2021-06-04;737945;casanare;3430.666139180776
2021;6;5;2021-06-05;737946;casanare;3430.666139180776
2021;6;6;2021-06-06;737947;casanare;3430.666139180776
2021;6;7;2021-06-07;737948;casanare;3430.666139180776
2021;6;8;2021-06-08;737949;casanare;3430.666139180776
2021;6;9;2021-06-09;737950;casanare;3430.666139180776
2021;6;10;2021-06-10;737951;casanare;3430.666139180776
2021;6;11;2021-06-11;737952;casanare;3430.666139180776
2021;6;12;2021-06-12;737953;casanare;3430.666139180776
2021;6;13;2021-06-13;737954;casanare;3430.666139180776
2021;6;14;2021-06-14;737955;casanare;3430.666139180776
2021;6;15;2021-06-15;737956;casanare;3430.666139180776
2021;6;16;2021-06-16;737957;casanare;3430.666139180776
2021;6;17;2021-06-17;737958;casanare;3430.666139180776
2021;6;18;2021-06-18;737959;casanare;3430.666139180776
2021;6;19;2021-06-19;737960;casanare;3430.666139180776
2021;6;20;2021-06-20;737961;casanare;3430.666139180776
2021;6;21;2021-06-21;737962;casanare;3430.666139180776
2021;6;22;2021-06-22;737963;casanare;3430.666139180776
2021;6;23;2021-06-23;737964;casanare;3430.666139180776
2021;6;24;2021-06-24;737965;casanare;3430.666139180776
2021;6;25;2021-06-25;737966;casanare;3430.666139180776
2021;6;26;2021-06-26;737967;casanare;3430.666139180776
2021;6;27;2021-06-27;737968;casanare;3430.666139180776
2021;6;28;2021-06-28;737969;casanare;3430.666139180776
2021;6;29;2021-06-29;737970;casanare;3430.666139180776
2021;6;30;2021-06-30;737971;casanare;3430.666139180776
2021;7;1;2021-07-01;737972;casanare;3430.666139180776
2021;7;2;2021-07-02;737973;casanare;3430.666139180776
2021;7;3;2021-07-03;737974;casanare;3430.666139180776
2021;7;4;2021-07-04;737975;casanare;3430.666139180776
2021;7;5;2021-07-05;737976;casanare;3430.666139180776
2021;7;6;2021-07-06;737977;casanare;3430.666139180776
2021;7;7;2021-07-07;737978;casanare;3430.666139180776
2021;7;8;2021-07-08;737979;casanare;3430.666139180776
2021;7;9;2021-07-09;737980;casanare;3430.666139180776
2021;7;10;2021-07-10;737981;casanare;3430.666139180776
2021;7;11;2021-07-11;737982;casanare;3430.666139180776
2021;7;12;2021-07-12;737983;casanare;3430.666139180776
2021;7;13;2021-07-13;737984;casanare;3430.666139180776
2021;7;14;2021-07-14;737985;casanare;3430.666139180776
2021;7;15;2021-07-15;737986;casanare;3430.666139180776
2021;7;16;2021-07-16;737987;casanare;3430.666139180776
2021;7;17;2021-07-17;737988;casanare;3430.666139180776
2021;7;18;2021-07-18;737989;casanare;3430.666139180776
2021;7;19;2021-07-19;737990;casanare;3430.666139180776
2021;7;20;2021-07-20;737991;casanare;3430.666139180776
2021;7;21;2021-07-21;737992;casanare;3430.666139180776
2021;7;22;2021-07-22;737993;casanare;3430.666139180776
2021;7;23;2021-07-23;737994;casanare;3430.666139180776
2021;7;24;2021-07-24;737995;casanare;3430.666139180776
2021;7;25;2021-07-25;737996;casanare;3430.666139180776
2021;7;26;2021-07-26;737997;casanare;3430.666139180776
2021;7;27;2021-07-27;737998;casanare;3430.666139180776
2021;7;28;2021-07-28;737999;casanare;3430.666139180776
2021;7;29;2021-07-29;738000;casanare;3430.666139180776
2021;7;30;2021-07-30;738001;casanare;3430.666139180776
2021;7;31;2021-07-31;738002;casanare;3430.666139180776
2021;8;1;2021-08-01;738003;casanare;3430.666139180776
2021;8;2;2021-08-02;738004;casanare;3430.666139180776
2021;8;3;2021-08-03;738005;casanare;3430.666139180776
2021;8;4;2021-08-04;738006;casanare;3430.666139180776
2021;8;5;2021-08-05;738007;casanare;3430.666139180776
2021;8;6;2021-08-06;738008;casanare;3430.666139180776
2021;8;7;2021-08-07;738009;casanare;3430.666139180776
2021;8;8;2021-08-08;738010;casanare;3430.666139180776
2021;8;9;2021-08-09;738011;casanare;3430.666139180776
2021;8;10;2021-08-10;738012;casanare;3430.666139180776
2021;8;11;2021-08-11;738013;casanare;3430.666139180776
2021;8;12;2021-08-12;738014;casanare;3430.666139180776
2021;8;13;2021-08-13;738015;casanare;3430.666139180776
2021;8;14;2021-08-14;738016;casanare;3430.666139180776
2021;8;15;2021-08-15;738017;casanare;3430.666139180776
2021;8;16;2021-08-16;738018;casanare;3430.666139180776
2021;8;17;2021-08-17;738019;casanare;3430.666139180776
2021;8;18;2021-08-18;738020;casanare;3430.666139180776
2021;8;19;2021-08-19;738021;casanare;3430.666139180776
2021;8;20;2021-08-20;738022;casanare;3430.666139180776
2021;8;21;2021-08-21;738023;casanare;3430.666139180776
2021;8;22;2021-08-22;738024;casanare;3430.666139180776
2021;8;23;2021-08-23;738025;casanare;3430.666139180776
2021;8;24;2021-08-24;738026;casanare;3430.666139180776
2021;8;25;2021-08-25;738027;casanare;3430.666139180776
2021;8;26;2021-08-26;738028;casanare;3430.666139180776
2021;8;27;2021-08-27;738029;casanare;3430.666139180776
2021;8;28;2021-08-28;738030;casanare;3430.666139180776
2021;8;29;2021-08-29;738031;casanare;3430.666139180776
2021;8;30;2021-08-30;738032;casanare;3430.666139180776
2021;8;31;2021-08-31;738033;casanare;3430.666139180776
2021;9;1;2021-09-01;738034;casanare;3430.666139180776
2021;9;2;2021-09-02;738035;casanare;3430.666139180776
2021;9;3;2021-09-03;738036;casanare;3430.666139180776
2021;9;4;2021-09-04;738037;casanare;3430.666139180776
2021;9;5;2021-09-05;738038;casanare;3430.666139180776
2021;9;6;2021-09-06;738039;casanare;3430.666139180776
2021;9;7;2021-09-07;738040;casanare;3430.666139180776
2021;9;8;2021-09-08;738041;casanare;3430.666139180776
2021;9;9;2021-09-09;738042;casanare;3430.666139180776
2021;9;10;2021-09-10;738043;casanare;3430.666139180776
2021;9;11;2021-09-11;738044;casanare;3430.666139180776
2021;9;12;2021-09-12;738045;casanare;3430.666139180776
2021;9;13;2021-09-13;738046;casanare;3430.666139180776
2021;9;14;2021-09-14;738047;casanare;3430.666139180776
2021;9;15;2021-09-15;738048;casanare;3430.666139180776
2021;9;16;2021-09-16;738049;casanare;3430.666139180776
2021;9;17;2021-09-17;738050;casanare;3430.666139180776
2021;9;18;2021-09-18;738051;casanare;3430.666139180776
2021;9;19;2021-09-19;738052;casanare;3430.666139180776
2021;9;20;2021-09-20;738053;casanare;3430.666139180776
2021;9;21;2021-09-21;738054;casanare;3430.666139180776
2021;9;22;2021-09-22;738055;casanare;3430.666139180776
2021;9;23;2021-09-23;738056;casanare;3430.666139180776
2021;9;24;2021-09-24;738057;casanare;3430.666139180776
2021;9;25;2021-09-25;738058;casanare;3430.666139180776
2021;9;26;2021-09-26;738059;casanare;3430.666139180776
2021;9;27;2021-09-27;738060;casanare;3430.666139180776
2021;9;28;2021-09-28;738061;casanare;3430.666139180776
2021;9;29;2021-09-29;738062;casanare;3430.666139180776
2021;9;30;2021-09-30;738063;casanare;3430.666139180776
2021;10;1;2021-10-01;738064;casanare;3430.666139180776
2021;10;2;2021-10-02;738065;casanare;3430.666139180776
2021;10;3;2021-10-03;738066;casanare;3430.666139180776
2021;10;4;2021-10-04;738067;casanare;3430.666139180776
2021;10;5;2021-10-05;738068;casanare;3430.666139180776
2021;10;6;2021-10-06;738069;casanare;3430.666139180776
2021;10;7;2021-10-07;738070;casanare;3430.666139180776
2021;10;8;2021-10-08;738071;casanare;3430.666139180776
2021;10;9;2021-10-09;738072;casanare;3430.666139180776
2021;10;10;2021-10-10;738073;casanare;3430.666139180776
2021;10;11;2021-10-11;738074;casanare;3430.666139180776
2021;10;12;2021-10-12;738075;casanare;3430.666139180776
2021;10;13;2021-10-13;738076;casanare;3430.666139180776
2021;10;14;2021-10-14;738077;casanare;3430.666139180776
2021;10;15;2021-10-15;738078;casanare;3430.666139180776
2021;10;16;2021-10-16;738079;casanare;3430.666139180776
2021;10;17;2021-10-17;738080;casanare;3430.666139180776
2021;10;18;2021-10-18;738081;casanare;3430.666139180776
2021;10;19;2021-10-19;738082;casanare;3430.666139180776
2021;10;20;2021-10-20;738083;casanare;3430.666139180776
2021;10;21;2021-10-21;738084;casanare;3430.666139180776
2021;10;22;2021-10-22;738085;casanare;3430.666139180776
2021;10;23;2021-10-23;738086;casanare;3430.666139180776
2021;10;24;2021-10-24;738087;casanare;3430.666139180776
2021;10;25;2021-10-25;738088;casanare;3430.666139180776
2021;10;26;2021-10-26;738089;casanare;3430.666139180776
2021;10;27;2021-10-27;738090;casanare;3430.666139180776
2021;10;28;2021-10-28;738091;casanare;3430.666139180776
2021;10;29;2021-10-29;738092;casanare;3430.666139180776
2021;10;30;2021-10-30;738093;casanare;3430.666139180776
2021;10;31;2021-10-31;738094;casanare;3430.666139180776
2021;11;1;2021-11-01;738095;casanare;3430.666139180776
2021;11;2;2021-11-02;738096;casanare;3430.666139180776
2021;11;3;2021-11-03;738097;casanare;3430.666139180776
2021;11;4;2021-11-04;738098;casanare;3430.666139180776
2021;11;5;2021-11-05;738099;casanare;3430.666139180776
2021;11;6;2021-11-06;738100;casanare;3430.666139180776
2021;11;7;2021-11-07;738101;casanare;3430.666139180776
2021;11;8;2021-11-08;738102;casanare;3430.666139180776
2021;11;9;2021-11-09;738103;casanare;3430.666139180776
2021;11;10;2021-11-10;738104;casanare;3430.666139180776
2021;11;11;2021-11-11;738105;casanare;3430.666139180776
2021;11;12;2021-11-12;738106;casanare;3430.666139180776
2021;11;13;2021-11-13;738107;casanare;3430.666139180776
2021;11;14;2021-11-14;738108;casanare;3430.666139180776
2021;11;15;2021-11-15;738109;casanare;3430.666139180776
2021;11;16;2021-11-16;738110;casanare;3430.666139180776
2021;11;17;2021-11-17;738111;casanare;3430.666139180776
2021;11;18;2021-11-18;738112;casanare;3430.666139180776
2021;11;19;2021-11-19;738113;casanare;3430.666139180776
2021;11;20;2021-11-20;738114;casanare;3430.666139180776
2021;11;21;2021-11-21;738115;casanare;3430.666139180776
2021;11;22;2021-11-22;738116;casanare;3430.666139180776
2021;11;23;2021-11-23;738117;casanare;3430.666139180776
2021;11;24;2021-11-24;738118;casanare;3430.666139180776
2021;11;25;2021-11-25;738119;casanare;3430.666139180776
2021;11;26;2021-11-26;738120;casanare;3430.666139180776
2021;11;27;2021-11-27;738121;casanare;3430.666139180776
2021;11;28;2021-11-28;738122;casanare;3430.666139180776
2021;11;29;2021-11-29;738123;casanare;3430.666139180776
2021;11;30;2021-11-30;738124;casanare;3430.666139180776
2021;12;1;2021-12-01;738125;casanare;3430.666139180776
2021;12;2;2021-12-02;738126;casanare;3430.666139180776
2021;12;3;2021-12-03;738127;casanare;3430.666139180776
2021;12;4;2021-12-04;738128;casanare;3430.666139180776
2021;12;5;2021-12-05;738129;casanare;3430.666139180776
2021;12;6;2021-12-06;738130;casanare;3430.666139180776
2021;12;7;2021-12-07;738131;casanare;3430.666139180776
2021;12;8;2021-12-08;738132;casanare;3430.666139180776
2021;12;9;2021-12-09;738133;casanare;3430.666139180776
2021;12;10;2021-12-10;738134;casanare;3430.666139180776
2021;12;11;2021-12-11;738135;casanare;3430.666139180776
2021;12;12;2021-12-12;738136;casanare;3430.666139180776
2021;12;13;2021-12-13;738137;casanare;3430.666139180776
2021;12;14;2021-12-14;738138;casanare;3430.666139180776
2021;12;15;2021-12-15;738139;casanare;3430.666139180776
2021;12;16;2021-12-16;738140;casanare;3430.666139180776
2021;12;17;2021-12-17;738141;casanare;3430.666139180776
2021;12;18;2021-12-18;738142;casanare;3430.666139180776
2021;12;19;2021-12-19;738143;casanare;3430.666139180776
2021;12;20;2021-12-20;738144;casanare;3430.666139180776
2021;12;21;2021-12-21;738145;casanare;3430.666139180776
2021;12;22;2021-12-22;738146;casanare;3430.666139180776
2021;12;23;2021-12-23;738147;casanare;3430.666139180776
2021;12;24;2021-12-24;738148;casanare;3430.666139180776
2021;12;25;2021-12-25;738149;casanare;3430.666139180776
2021;12;26;2021-12-26;738150;casanare;3430.666139180776
2021;12;27;2021-12-27;738151;casanare;3430.666139180776
2021;12;28;2021-12-28;738152;casanare;3430.666139180776
2021;12;29;2021-12-29;738153;casanare;3430.666139180776
2021;12;30;2021-12-30;738154;casanare;3430.666139180776
2021;12;31;2021-12-31;738155;casanare;3430.666139180776
2022;1;1;2022-01-01;738156;casanare;3430.666139180776
2022;1;2;2022-01-02;738157;casanare;3430.666139180776
2022;1;3;2022-01-03;738158;casanare;3430.666139180776
2022;1;4;2022-01-04;738159;casanare;3430.666139180776
2022;1;5;2022-01-05;738160;casanare;3430.666139180776
2022;1;6;2022-01-06;738161;casanare;3430.666139180776
2022;1;7;2022-01-07;738162;casanare;3430.666139180776
2022;1;8;2022-01-08;738163;casanare;3430.666139180776
2022;1;9;2022-01-09;738164;casanare;3430.666139180776
2022;1;10;2022-01-10;738165;casanare;3430.666139180776
2022;1;11;2022-01-11;738166;casanare;3430.666139180776
2022;1;12;2022-01-12;738167;casanare;3430.666139180776
2022;1;13;2022-01-13;738168;casanare;3430.666139180776
2022;1;14;2022-01-14;738169;casanare;3430.666139180776
2022;1;15;2022-01-15;738170;casanare;3430.666139180776
2022;1;16;2022-01-16;738171;casanare;3430.666139180776
2022;1;17;2022-01-17;738172;casanare;3430.666139180776
2022;1;18;2022-01-18;738173;casanare;3430.666139180776
2022;1;19;2022-01-19;738174;casanare;3430.666139180776
2022;1;20;2022-01-20;738175;casanare;3430.666139180776
2022;1;21;2022-01-21;738176;casanare;3430.666139180776
2022;1;22;2022-01-22;738177;casanare;3430.666139180776
2022;1;23;2022-01-23;738178;casanare;3430.666139180776
2022;1;24;2022-01-24;738179;casanare;3430.666139180776
2022;1;25;2022-01-25;738180;casanare;3430.666139180776
2022;1;26;2022-01-26;738181;casanare;3430.666139180776
2022;1;27;2022-01-27;738182;casanare;3430.666139180776
2022;1;28;2022-01-28;738183;casanare;3430.666139180776
2022;1;29;2022-01-29;738184;casanare;3430.666139180776
2022;1;30;2022-01-30;738185;casanare;3430.666139180776
2022;1;31;2022-01-31;738186;casanare;3430.666139180776
2022;2;1;2022-02-01;738187;casanare;3430.666139180776
2022;2;2;2022-02-02;738188;casanare;3430.666139180776
2022;2;3;2022-02-03;738189;casanare;3430.666139180776
2022;2;4;2022-02-04;738190;casanare;3430.666139180776
2022;2;5;2022-02-05;738191;casanare;3430.666139180776
2022;2;6;2022-02-06;738192;casanare;3430.666139180776
2022;2;7;2022-02-07;738193;casanare;3430.666139180776
2022;2;8;2022-02-08;738194;casanare;3430.666139180776
2022;2;9;2022-02-09;738195;casanare;3430.666139180776
2022;2;10;2022-02-10;738196;casanare;3430.666139180776
2022;2;11;2022-02-11;738197;casanare;3430.666139180776
2022;2;12;2022-02-12;738198;casanare;3430.666139180776
2022;2;13;2022-02-13;738199;casanare;3430.666139180776
2022;2;14;2022-02-14;738200;casanare;3430.666139180776
2022;2;15;2022-02-15;738201;casanare;3430.666139180776
2022;2;16;2022-02-16;738202;casanare;3430.666139180776
2022;2;17;2022-02-17;738203;casanare;3430.666139180776
2022;2;18;2022-02-18;738204;casanare;3430.666139180776
2022;2;19;2022-02-19;738205;casanare;3430.666139180776
2022;2;20;2022-02-20;738206;casanare;3430.666139180776
2022;2;21;2022-02-21;738207;casanare;3430.666139180776
2022;2;22;2022-02-22;738208;casanare;3430.666139180776
2022;2;23;2022-02-23;738209;casanare;3430.666139180776
2022;2;24;2022-02-24;738210;casanare;3430.666139180776
2022;2;25;2022-02-25;738211;casanare;3430.666139180776
2022;2;26;2022-02-26;738212;casanare;3430.666139180776
2022;2;27;2022-02-27;738213;casanare;3430.666139180776
2022;2;28;2022-02-28;738214;casanare;3430.666139180776
2022;3;1;2022-03-01;738215;casanare;3430.666139180776
2022;3;2;2022-03-02;738216;casanare;3430.666139180776
2022;3;3;2022-03-03;738217;casanare;3430.666139180776
2022;3;4;2022-03-04;738218;casanare;3430.666139180776
2022;3;5;2022-03-05;738219;casanare;3430.666139180776
2022;3;6;2022-03-06;738220;casanare;3430.666139180776
2022;3;7;2022-03-07;738221;casanare;3430.666139180776
2022;3;8;2022-03-08;738222;casanare;3430.666139180776
2022;3;9;2022-03-09;738223;casanare;3430.666139180776
2022;3;10;2022-03-10;738224;casanare;3430.666139180776
2022;3;11;2022-03-11;738225;casanare;3430.666139180776
2022;3;12;2022-03-12;738226;casanare;3430.666139180776
2022;3;13;2022-03-13;738227;casanare;3430.666139180776
2022;3;14;2022-03-14;738228;casanare;3430.666139180776
2022;3;15;2022-03-15;738229;casanare;3430.666139180776
2022;3;16;2022-03-16;738230;casanare;3430.666139180776
2022;3;17;2022-03-17;738231;casanare;3430.666139180776
2022;3;18;2022-03-18;738232;casanare;3430.666139180776
2022;3;19;2022-03-19;738233;casanare;3430.666139180776
2022;3;20;2022-03-20;738234;casanare;3430.666139180776
2022;3;21;2022-03-21;738235;casanare;3430.666139180776
2022;3;22;2022-03-22;738236;casanare;3430.666139180776
2022;3;23;2022-03-23;738237;casanare;3430.666139180776
2022;3;24;2022-03-24;738238;casanare;3430.666139180776
2022;3;25;2022-03-25;738239;casanare;3430.666139180776
2022;3;26;2022-03-26;738240;casanare;3430.666139180776
2022;3;27;2022-03-27;738241;casanare;3430.666139180776
2022;3;28;2022-03-28;738242;casanare;3430.666139180776
2022;3;29;2022-03-29;738243;casanare;3430.666139180776
2022;3;30;2022-03-30;738244;casanare;3430.666139180776
2022;3;31;2022-03-31;738245;casanare;3430.666139180776
2020;10;1;2020-10-01;737699;cauca;3627.8524498378843
2020;10;2;2020-10-02;737700;cauca;3627.8524498378843
2020;10;3;2020-10-03;737701;cauca;3627.8524498378843
2020;10;4;2020-10-04;737702;cauca;3627.8524498378843
2020;10;5;2020-10-05;737703;cauca;3627.8524498378843
2020;10;6;2020-10-06;737704;cauca;3627.8524498378843
2020;10;7;2020-10-07;737705;cauca;3627.8524498378843
2020;10;8;2020-10-08;737706;cauca;3627.8524498378843
2020;10;9;2020-10-09;737707;cauca;3627.8524498378843
2020;10;10;2020-10-10;737708;cauca;3627.8524498378843
2020;10;11;2020-10-11;737709;cauca;3627.8524498378843
2020;10;12;2020-10-12;737710;cauca;3627.8524498378843
2020;10;13;2020-10-13;737711;cauca;3627.8524498378843
2020;10;14;2020-10-14;737712;cauca;3627.8524498378843
2020;10;15;2020-10-15;737713;cauca;3627.8524498378843
2020;10;16;2020-10-16;737714;cauca;3627.8524498378843
2020;10;17;2020-10-17;737715;cauca;3627.8524498378843
2020;10;18;2020-10-18;737716;cauca;3627.8524498378843
2020;10;19;2020-10-19;737717;cauca;3627.8524498378843
2020;10;20;2020-10-20;737718;cauca;3627.8524498378843
2020;10;21;2020-10-21;737719;cauca;3627.8524498378843
2020;10;22;2020-10-22;737720;cauca;3627.8524498378843
2020;10;23;2020-10-23;737721;cauca;3627.8524498378843
2020;10;24;2020-10-24;737722;cauca;3627.8524498378843
2020;10;25;2020-10-25;737723;cauca;3627.8524498378843
2020;10;26;2020-10-26;737724;cauca;3627.8524498378843
2020;10;27;2020-10-27;737725;cauca;3627.8524498378843
2020;10;28;2020-10-28;737726;cauca;3627.8524498378843
2020;10;29;2020-10-29;737727;cauca;3627.8524498378843
2020;10;30;2020-10-30;737728;cauca;3627.8524498378843
2020;10;31;2020-10-31;737729;cauca;3627.8524498378843
2020;11;1;2020-11-01;737730;cauca;3627.8524498378843
2020;11;2;2020-11-02;737731;cauca;3627.8524498378843
2020;11;3;2020-11-03;737732;cauca;3627.8524498378843
2020;11;4;2020-11-04;737733;cauca;3627.8524498378843
2020;11;5;2020-11-05;737734;cauca;3627.8524498378843
2020;11;6;2020-11-06;737735;cauca;3627.8524498378843
2020;11;7;2020-11-07;737736;cauca;3627.8524498378843
2020;11;8;2020-11-08;737737;cauca;3627.8524498378843
